好好味	4.129063336306869	28025
幾香口	3.7658495350803043	1183
夠彈	3.8372465314834576	1874
新鮮夠熱	4.071428571428571	14
香香辣辣好好味	4.0	3
加埋生滾及第真係好夾	4.0	2
雞肉好好味	4.181818181818182	11
有陣陣薑味	4.0	8
有爽脆口感	4.0	26
好想好想食	3.9047619047619047	63
五粒星	4.390243902439025	41
感覺好新鮮	4.131221719457014	221
夠甜	3.8686583990980834	1774
賣相幾得意	3.8	25
肉質爽嫩爽口	4.0	3
味道也很不錯	4.166666666666667	126
真係又香又滑	3.75	12
真係唔錯	3.9694280078895465	2028
幾好	3.786471330059835	37269
調味好	4.083941605839416	274
好好食	4.102204527898271	16829
好正	4.148681975119198	18247
味道可以	3.5309734513274336	1356
乾淨爽甜	3.6	5
但係好鮮甜	4.0	18
非常軟滑	4.257352941176471	272
夠淋	3.7830362630608483	1627
脆身	3.960762013079329	3517
味道唔錯	3.8121163597544703	3747
幾好味	3.7689343768813965	8305
有蜜糖味	3.966292134831461	89
幾滑	3.722614840989399	2264
香口	4.012630994517315	28818
厚厚	3.995202878273036	5003
有彈性	4.046555520603963	3179
杰度恰好	4.0	2
香濃	4.076725943057162	31997
味道幾濃	3.841726618705036	139
好特別	4.172207735767058	9204
美味可口	4.150572831423895	611
加埋薑葱入口清新	4.0	2
皮算厚	3.3333333333333335	6
唔會好快溶	4.095238095238095	21
仲有一陣甜味	4.0	2
夠哂肥美	4.2894736842105265	38
外皮酥脆脆	5.0	2
清新	4.098094699113375	31806
蛋味香濃	4.041379310344827	290
幾甜	3.8008130081300813	984
炸得好脆	4.037037037037037	864
食落吾苦之餘好廿香	5.0	2
好爽	4.162598619329389	8112
帶有蛋漿	4.4	5
幾濃	3.8717480602464627	2191
重要冇膻味	4.0	3
本人覺得佢個粥仲有一陣甜味	4.0	2
好香松露味	4.097560975609756	82
畫龍點睛之效	4.130434782608695	115
酸酸地	4.025144581342721	3977
溶晒	3.913793103448276	232
菜甜爽口	3.0	3
不錯	3.8431159838430466	86650
好入味	4.104742116841848	8182
都算滑	3.542372881355932	236
好多肉汁	4.102787456445993	574
炸皮薄	3.979591836734694	49
好咬	3.986827661909989	911
亦不錯	3.921708185053381	1124
彈牙	4.073475940879256	42354
好爽口	4.178104963191641	4211
好廿香	5.0	2
唔似平時食一件就覺得好溜	4.0	3
值得推介	4.130855509126897	4547
一定要食	4.156957928802589	1854
鮮甜	4.172033098953867	46648
甜甜地	4.069115140244848	6453
係出面食唔到果隻味	4.0	3
夠	3.8563881068990784	181517
唔會太鹹	4.144758735440932	601
雞味酒味不濃岩我食	3.0	3
薄	3.944499681325685	78450
絕無味精	4.2631578947368425	38
好大隻	4.155018761726079	4264
老少咸宜	3.911764705882353	136
又香又滑	4.1076487252124645	706
好味左好多	4.222222222222222	18
有趣	3.9654178674351583	6246
又脆又香	4.074074074074074	243
唔太羶	4.0	34
好夠凍	3.9166666666666665	168
值得叫呢試	4.0	2
外形特別	4.041666666666667	24
味道不俗	3.797563261480787	1067
鍾意食	4.045712260807938	11288
厚薄適中	4.050185873605948	1076
不會太辣	4.049689440993789	483
好夾	4.160082093381221	5847
好香	4.117847695948768	43098
但都可以	3.7481751824817517	274
燜得夠冧	5.0	2
好鮮甜	4.26440289965662	5242
味道濃	4.06309198908332	6229
冇腥臭味	4.25	12
多	3.9000289202052265	560162
不太乾身	3.841463414634146	82
爽甜	4.12711430035879	3902
所有料亦保持本身質感	4.0	3
有口感	4.094161089314563	8666
嫩滑	4.095925267524138	28689
唔會太諗	3.8461538461538463	13
脆	4.019443209869932	186749
甜	4.01883240570793	403719
好味到無得頂	4.428571428571429	7
好食	3.8575925414198697	83233
鹵得幾腍	3.0	2
好過口癮	4.0	5
幾鮮嫩嘅	1.0	2
皮薄餡靚	4.104943625325238	1153
非常出色	4.241180705543557	1389
有啲肥膏又唔係成口油嗰隻	3.0	2
好欣賞	4.183316168898044	971
唔會浸得太多油	4.0	2
非常好味	4.144444444444445	1620
熱辣辣	4.020454678277131	17111
有多重口感又唔會太多	4.0	2
唔太酸	4.014150943396227	212
比較好食	3.503512880562061	427
十分酥嫩	4.0	3
味道清清	3.9878048780487805	328
好有龍蝦味	3.9583333333333335	24
好飲	3.978604031951312	10516
味道適中	3.9673659673659674	1287
好濃好肥	3.4	5
味道好	4.006080648602517	9374
火喉剛好	4.027906976744186	215
無得頂	4.261674008810573	1135
冇膻味	4.105263157894737	19
味道配搭一流	4.333333333333333	12
煙煙韌韌	4.039625360230548	2776
嫩嫩地	4.0	16
脆卜卜	4.123797305965362	6236
又真係唔錯	3.738095238095238	84
咸香	4.028290282902829	4878
酸酸甜甜	4.086841142020498	10928
啱曬口味	4.6	5
酸酸地超開胃	4.6	5
令人感到溫馨	4.571428571428571	7
雞味酒味不濃	3.0	3
入面有質感	4.5	4
汁好豐富	4.125	56
奶味十足	4.071428571428571	70
又脆	4.092198581560283	3384
夠晒芝士味	5.0	4
不錯喔	3.988558352402746	437
配脆脆食一流	5.0	2
非常配合	4.181015452538631	453
好特別又健康	4.0	2
味清新	4.127177700348432	574
有好多火鴨絲同木耳絲	4.0	2
年糕軟	3.936	125
食完都唔會口渴	4.444444444444445	9
入口不太乾身	4.0	3
落冰花	4.0	2
炸得熱辣辣	3.8309859154929575	71
健康	4.036902781079154	16828
好味	3.997116179643858	99174
正正	3.909090909090909	4631
都好有龍蝦味	3.0	4
包住湯汁	4.5	6
濃	4.042915950687073	186807
幾鮮嫩	3.8850574712643677	87
保證新鮮	4.326241134751773	141
夠和味	4.25	8
新鮮	4.072895813815887	101405
幾香	3.7444985721484967	5953
最好食	3.755030800821355	4870
唔會過多	4.1440677966101696	118
好鐘意	4.045946832950443	3047
幾好食	3.7809788654060066	8990
蛋香	3.932710280373832	5350
鹹甜交集又幾夾	4.0	2
非常辣	3.8153846153846156	130
牛奶味濃	4.346153846153846	52
算滑	3.540473225404732	803
十分好	4.072366206664423	2971
味道都唔錯	3.857468643101482	1754
好靚	4.10937956559852	10267
蛋好香牛奶味	5.0	2
好重蘑菇味	3.625	16
唔錯	3.8855003954604816	54367
料都幾多	3.8378378378378377	148
多汁	4.056411562460206	15706
好有口感	4.201251805488686	2077
夠哂潤	4.5	6
幾生鮮	3.857142857142857	14
好林好味	4.0	8
好有蔬菜味	4.0	3
特別推介	4.153273809523809	1344
芝士溶晒	4.035714285714286	28
都一貫水準	4.0	2
依舊咁好食	4.428571428571429	7
連啲汁都想食埋	4.0	2
厚身之餘都好	4.0	3
好脆	4.071249043820347	9151
十分香口	4.061767838125665	939
開胃	4.08644693848558	28156
都唔腥	4.252771618625277	451
必食	4.1523236878366525	7983
誠意之作	4.176600441501104	453
勁好味	4.195876288659794	679
甜甜鹹鹹	4.063157894736842	95
好好飲	4.144592030360531	2635
好	3.963631879296692	1443407
特別	3.9577896582511323	92963
飲就可以接受	3.5	6
軟	4.008428824620009	122437
好清	4.108365253923144	8093
好新鮮	4.224814897913395	13371
肉汁豐富	4.10349750178444	1401
份量都有好多	4.1875	16
至愛	4.085196670474947	6127
足料	4.113827680118841	16156
香脆	4.034408240015717	35631
勁正	4.2304038004750595	842
非常合適	4.191489361702128	141
好滑	4.086746031746031	12600
滿足	4.142713665521933	30866
炆得入味	3.8830409356725144	171
湯底好濃郁	4.079754601226994	163
好香牛奶味	4.083333333333333	36
鬆軟	4.002891765353897	14524
正	3.9667480852825503	120775
有好味	3.968944099378882	161
外脆內軟	4.091580675422139	8528
好有牛味	4.246963562753036	494
爽口	4.079036038675652	40956
好鐘意食	4.012529365700861	1277
凍	3.8280469259178798	55236
算係好方便	3.0	6
結實	4.087781731909846	5058
推介	4.079992541487973	42904
真係一流	4.203431372549019	1224
爽	4.050702183754714	95203
不過不失	3.5697099892588615	9310
一定有下次	4.245098039215686	102
賣相精美	4.063965884861407	469
吸引	3.964547172680468	46033
贏晒	4.28	100
很多選擇	3.9217809867629363	831
我地既最愛	3.9545454545454546	22
靚	4.032649563198054	36172
好滿意	4.267402784445511	2083
出名	3.8482598192717186	11177
幾好多野	3.375	8
合格	3.3651783487153906	4009
鍾意	4.046300580091819	28099
好想食乳酪	4.0	2
超開胃	4.264285714285714	140
好多	3.9549424605905332	94457
充滿聖誕氣氛	4.065573770491803	61
算寬敞	3.891705069124424	434
坐得都算舒服	3.76271186440678	59
好型格	4.066666666666666	45
大	3.957235351950798	505511
位置都幾好	4.0	12
幾舒適	3.982843137254902	408
好有田園	4.173913043478261	46
好快	3.9205839416058392	13700
加分	4.030668841761827	3065
多款式	4.051040967092008	1489
最抵讚	4.103896103896104	154
好大份	4.086880466472303	1715
會轉唔同款	5.0	3
功夫十足	4.181818181818182	11
即叫即煎	3.975609756097561	246
真好	3.9571865443425076	1308
快	3.859462495250995	60539
好快上菜	4.037037037037037	54
可以自製	3.808219178082192	73
教我地玩飛鏢	4.0	2
同佢店員講佢都會俾你叫	2.0	2
絕無變形	4.0	2
有六種	4.09	100
多種味	4.140845070422535	142
健談友善	4.4	5
好好笑容	4.122676579925651	269
值得讚賞	3.9076923076923076	260
冇偷工減料	4.310344827586207	58
包裝	3.8150224215246635	1784
賣相贏晒	3.9	10
選擇都算多	3.8308457711442787	201
乾淨	4.012147154095326	8644
值得一試	4.081190975865687	7624
穩陣	3.611664295874822	1406
份量多	3.9334828101644246	2676
著數推介	4.0	2
都係三百幾	4.404255319148936	47
仲有得剩	4.75	8
幾抵	3.923527912312006	3923
平	3.915258168935376	94841
食得飽飽	4.127906976744186	172
值得介紹	4.158536585365853	82
會再幫襯	3.286241920590951	1083
食完可免費再加	5.0	3
物有所值	4.166051660516605	1626
任食	3.9948712581117856	9554
首推	4.065060240963855	415
亦可以再來幫襯	3.0	3
相當夠食	3.7777777777777777	9
抵食	3.9840811766896294	21484
買一送一	3.917726887192536	1179
絕對可以一試	3.9444444444444446	72
唔同種類	4.127659574468085	423
一人百多偏貴	3.0	3
环境好	4.375	8
可以慢慢坐唔洗趕	4.0	2
舒服	3.990242983612733	26545
環境唔錯	3.8828058169375534	1169
氣氛唔錯	4.058091286307054	241
很靜	3.8684210526315788	38
座位任坐	4.333333333333333	6
食客很少	4.4	5
寬敞	4.041216702663787	5556
舒適	4.03021448554554	16085
氣氛不錯	3.8619718309859157	355
異國風情	4.052044609665428	269
不擠迫	4.101694915254237	59
環境清靜	4.096774193548387	248
地方大	3.82172131147541	488
乾淨 	4.062730627306273	271
坐得較舒服	3.6129032258064515	31
其實係我公司左右	4.0	3
好地方	4.023959646910466	3172
很舒服	4.128323699421966	1730
比想像中好	3.9138211382113823	615
私隱度高	4.2030456852791875	197
有靠窗海景位置	3.0	3
人落黎	3.75	8
有電視睇	4.007518796992481	133
地方寬躺	4.0	7
好啲	3.7388651616839534	1639
舒服咗	3.8421052631578947	19
多咗好多	3.9642857142857144	168
贏曬	4.256410256410256	39
都算舒服	3.6842105263157894	152
都幾舒服	3.983818770226537	927
都幾好	3.8288775841541294	9239
都	3.8860461989672705	803308
開陽	3.966292134831461	178
正維港	4.0	18
環境寧靜	4.042613636363637	352
寬濶	4.083333333333333	36
令人舒服	3.976	125
沙發	3.9290096406660826	1141
很舒適整潔	4.5	4
相當距離	3.5555555555555554	9
配合	4.113187169240739	18518
不差	3.701320132013201	1818
悠闲	4.0	6
很適合拍拖	4.25	8
很有feel	4.166666666666667	72
很浪漫	4.093922651933702	181
相當不俗	4.002688172043011	372
很好	4.059586033869956	23915
很像回到讀書時期	3.0	2
亦頗舒適	4.4	5
很好好	4.107142857142857	28
也很舒服	3.9306930693069306	101
很骨子	4.111111111111111	18
寧靜	4.033512488144167	3163
也很懷舊	3.142857142857143	7
回想了童年	4.0	2
別緻	4.061957868649318	1614
閒逸	3.84375	32
独特	4.318181818181818	22
環境不錯	3.8047430830039524	1265
型格	3.99602911978822	1511
靚景	4.039933444259567	601
精緻	4.09588377723971	10325
方便 	4.126684636118599	371
好滿足	4.233327789788791	6013
名好好聽	3.6	15
好健康	4.150943396226415	1060
好補身	4.178571428571429	56
性价比颇高	4.0	3
味道还可以	3.25	12
好美味	4.173349056603773	848
很nice	4.171717171717172	99
很正宗	4.133620689655173	232
很地道	4.042145593869732	261
很用心	4.301724137931035	464
令人难忘	4.0	2
好饱	4.5	10
食材新鲜	4.473684210526316	19
非常棒	4.253731343283582	134
清淡	3.904013142454823	8522
美味	4.1054983022577	33574
位置不太遠	4.0	2
食評很好	3.4166666666666665	12
不貴	3.972442783745913	2141
配了十足	4.0	3
賣相好靚	4.08234126984127	1008
超吸引	4.079617834394904	314
一流	4.151566653593062	22947
好抵食	4.12235294117647	3825
好味的	3.9187253848907986	2793
著數	3.8753709198813056	337
真心	3.9328449328449326	5733
支持	3.97508038585209	2488
不如意	3.857142857142857	56
幫襯	3.6514509637788604	9442
慕名而來	3.6480938416422286	682
食得好開心	4.208168642951252	759
飽晒	4.039164490861618	383
滿足走人	3.5	4
保持水準	3.887109077040427	1311
合格既	3.3333333333333335	81
滿意既	3.8373015873015874	252
質素唔錯	3.9945355191256833	732
吸引左	4.021516393442623	976
都好多	4.01840942562592	5432
驚喜	4.034836388880124	31691
精美	4.080324657150854	3573
有心思	4.111781076066791	4312
好味左	4.05	60
忍唔住食	4.193482688391039	491
記得影相	4.011990407673861	834
最愛	4.093821915383254	16947
好易去	4.074074074074074	27
有驚喜	4.059036676977463	11315
好想試	3.975501113585746	1796
賣相吸引	3.965811965811966	2223
好吃	3.9300224526889767	37412
真係好	4.019656421006779	36731
必定再去	4.090909090909091	11
ok 嘅	3.4367816091954024	87
不須等位	3.6666666666666665	6
滿意	4.040848277825221	14052
好中意	4.129153269024652	1866
招牌貨	3.7209302325581395	172
食得飽	3.8330605564648117	611
喜歡	3.9944877080470302	65490
還可以	3.5627240143369177	6696
非常好食	4.2075471698113205	1060
食物好味	4.118421052631579	304
配搭一流	4.174757281553398	206
傳統	3.9810617584423484	13148
很好味	4.08476944573824	2147
很好吃	4.048022598870056	5664
非常满意	4.357142857142857	14
味道也好	3.842696629213483	178
滿意的	3.9265566790846194	1879
非常回味	4.2100840336134455	119
與別不同	4.120980091883614	653
感覺很好	4.160839160839161	286
水準高	4.2154696132596685	362
細緻	4.102846975088968	2810
特別風味	4.095238095238095	21
感覺良好	3.9275956284153004	732
份量	3.8941862050163576	88032
無介紹錯	4.2772643253234754	541
係好味	3.9518658734451053	1849
可以接受	3.626841682293062	3733
可以任飲	3.987138263665595	311
天衣無縫	4.257410296411856	641
等咁耐都抵	4.4	5
掂	3.447241681260946	4568
唔洗等位	3.8214285714285716	1540
唔同的選擇空間	4.0	2
溫馨	4.079166666666667	1680
讚	4.046207081705098	33523
又幾好喎	3.9361702127659575	94
幾豐富	3.9370988446726574	779
感覺不錯	3.867632850241546	1035
最推薦	4.148809523809524	168
飽	3.9864352944604713	68634
出色	4.029750376587045	18588
味道不錯	3.7738182708792554	8166
非常不錯	4.128286014721346	951
令人回味	4.162053750501404	2493
水準依舊	3.990049751243781	201
吃得很舒服	4.0	34
感覺很正宗	4.133333333333334	15
很有風味	4.01123595505618	178
太厲害了	4.103448275862069	29
簡單美味	3.9607843137254903	102
不錯的感覺	4.0	25
改觀	4.124191461836999	773
念念不忘	4.13031914893617	1504
不遜息	4.428571428571429	7
吃得津津有味	4.025848142164782	619
水準不用多說了	5.0	3
係創新既	4.0	3
好方便	4.114347357065804	1854
抵既	3.8056872037914693	211
幾正	3.9434940383618455	1929
好抵既	3.4444444444444446	18
好出色	4.217873450750163	1533
絕配	4.1875430144528565	2906
係好食	3.8401826484018264	3285
神級	3.9553072625698324	179
好多野食	4.001373626373627	1456
有位坐	3.8462664714494874	683
方便	4.0179662421041735	19314
非常加分	4.3478260869565215	23
有貴氣	4.266666666666667	30
港女必食	3.6	5
唔洗排隊	3.744014732965009	543
試埋其他味	4.222222222222222	36
有情調	4.112378538234052	2367
適合	4.0432601238929	19533
撐檯腳	3.9361702127659575	141
開心	4.017388007150209	18461
好多人講	3.4505494505494507	91
品質保持	4.25	8
創新	4.047058823529412	1955
大大碗	3.8542074363992174	1022
好飽啦	4.076923076923077	117
很飽滿	4.066889632107023	299
冇簡錯你	5.0	2
惹味	4.036466774716369	34552
一點清泉	4.5	4
吾錯	3.828764234500211	2371
大勝	3.9523809523809526	63
既最愛	4.1	350
客人唔多	3.589041095890411	146
慢慢坐	3.929460580912863	482
唔洗趕	4.03125	32
不能不試	4.238938053097345	113
滿足食欲	4.0	2
算唔錯	3.7010065127294256	1689
好稠	3.739130434782609	92
好似好出名咁	3.230769230769231	13
咩都有	3.989816700610998	491
有得坐	3.842995169082126	414
都好快	3.9419439008480106	1533
有下次	3.512182741116751	1970
好想食	3.986826347305389	3340
正 	4.163342830009497	2106
專誠行去	3.4	5
我排咗	3.4444444444444446	9
奇地夾	4.224137931034483	522
就腳	3.970408163265306	1960
推薦	4.124193694921414	11007
好出名	3.8998716302952503	1558
堅食左	4.0	2
出奇地夾	4.222879684418146	507
勁多甜品	4.142857142857143	14
都有驚喜 	4.111111111111111	18
都好想試 	4.0	17
個人推介	4.071661237785016	307
同事推介	4.054726368159204	201
慕名來試	3.0	10
唔錯 	3.924326635314237	2339
下次會再泥	4.0	4
唔駛等	3.7783251231527095	1218
必點	4.113240418118467	5740
幾吸引	3.823529411764706	1853
無乜人等	3.413793103448276	29
幾飽	3.971406491499227	1294
終於嚟試啦	4.0	3
真係好正	4.214098073555166	2284
唔好錯過	4.193146417445483	321
非試不可	4.022900763358779	131
賣相都唔錯	3.772727272727273	242
一貫水準	3.9793103448275864	290
覺得不錯	3.7988338192419824	686
系電梯口	3.0	3
好容易	4.0770547945205475	1168
本地頂尖	4.5	4
中上	3.916145641780066	2719
不錯的	3.8446712018140587	10584
水準	3.8874672953624105	34781
新意	3.932242990654206	1712
整體不錯	3.856287425149701	501
十分美味	4.136363636363637	1210
滋補	4.167480809490579	1433
色彩繽紛	4.0087158628704245	1721
吸引住	4.092511013215859	1135
有特色	4.0680369454923895	7687
直得推介	4.2894736842105265	38
名不虚传	4.076923076923077	13
足夠	3.9777072794306783	11663
人不多	3.7941397445529677	1331
下次再来	4.25	12
朝聖之旅	3.090909090909091	11
再吃	3.9537194087715046	4127
住處不遠	4.0	2
人氣店	3.7666666666666666	180
沒什麼人排隊	3.4285714285714284	7
食評不錯	3.602272727272727	176
該去	3.6777777777777776	90
非常喜歡	4.1460905349794235	972
吾使	3.742138364779874	159
可入座	3.6761619190404797	667
下次再來	4.030065359477124	1530
不多不少	4.027972027972028	286
剛好	4.049446202531645	35392
不用等位	3.728192771084337	2075
集合多種小吃	4.0	2
必叫之選	4.2	185
用心	4.18928757150286	5769
十分滿足	4.194291986827662	911
非常方便	4.159886471144749	1057
已覺心甜	3.3333333333333335	6
己經很飽	3.4285714285714284	7
很回味	4.134078212290503	179
可愛	4.0073898126154655	7578
認得我們呢	3.0	2
好正宗	4.138353765323993	571
回鄉	3.8059701492537314	67
不妨一试	3.0	2
卖相好	4.0	6
人流不太多	3.8363636363636364	55
很大	3.979253112033195	8435
分量足	3.986425339366516	221
好大只	4.134020618556701	97
一道甜品	4.085173501577287	317
太好生意	3.450980392156863	51
超享受	4.230769230769231	13
多些	3.8530259365994235	1388
感到有趣	3.9285714285714284	14
懷舊的茶樓	4.0	4
難得一間	4.157894736842105	19
舊式茶樓	3.6171875	128
特色而又好	4.0	2
有機會	3.9436767169179228	9552
經常來食	3.8947368421052633	19
香港特色	3.934065934065934	273
填飽肚子	3.680365296803653	219
不錯的選擇	3.924075924075924	2002
非常适合	4.416666666666667	12
别有一番风味	4.4	5
经典	3.948717948717949	39
满足	4.260869565217392	161
都可以	3.8934636445553474	14427
值得再來	4.142857142857143	483
座无虚席	3.0	2
十分之鍾意	4.1	10
個特餐極之正	5.0	3
保持	4.0381585045573924	12946
有所不同 	4.0	8
不一樣	3.969001610305958	2484
很飽	4.07045871559633	2725
穩定	3.821138211382114	984
無懈可擊	4.245454545454545	220
環境衛生	3.6589861751152073	217
上菜速度快	3.988	250
热情	4.113636363636363	44
服务周到	5.0	3
吾使等位	2.96	25
冇人排隊	3.464968152866242	157
添呀	3.931972789115646	294
職員態度友善	3.736842105263158	19
笑容滿面	4.0989010989010985	273
不過都算周到	3.0	3
等有位嘞	4.0	2
好快速	3.8	35
質素	3.8284873612411396	37385
勁多款	4.0	72
老闆推介	4.266666666666667	135
冇趕客嘅感覺	5.0	3
即有位	3.6742424242424243	132
無限時	3.9400630914826498	317
推介出來	4.0	4
頗有禮貌	3.4210526315789473	19
老實	3.6653273457811393	4231
大大隻	4.169144981412639	5918
份量足	3.9640256959314777	2335
湯底	3.942590019900124	53266
態度很好	4.066666666666666	375
免費再加	4.4	10
好貼心	4.264252179745138	1491
好好服務	4.253393665158371	221
好笑容	4.061643835616438	438
还不错	3.638888888888889	72
收碟很快	3.8823529411764706	17
優	3.9696784243907866	17974
服務不錯	3.8600953895071544	629
職員有禮	4.011904761904762	84
很誠懇	3.9285714285714284	14
唔駛等有位	3.6666666666666665	6
入去了	3.761904761904762	147
入得	3.729113924050633	1975
勁大碗	3.9574468085106385	94
俾你叫	3.4285714285714284	14
就入得	3.883939038686987	853
唔駛點等位	3.7551020408163267	49
服務幾好	3.816901408450704	284
等一陣	3.8552787663107946	843
走位	3.7555555555555555	45
炸物好快上菜	4.0	3
效率其高	3.6	10
十分親切	4.107142857142857	112
殷勤接待	3.5	4
貼心	4.180590970451477	6667
沒停過手不斷做	4.0	2
爽快	3.9673202614379086	459
送一個溫泉蛋	4.0	2
好多選擇	4.0740091196071555	2851
種類夠多	4.075757575757576	66
人數上菜	4.4	5
食到飽就是	4.0	2
低有茶飲	5.0	2
夠貼心	3.8068181818181817	88
上哂	3.610738255033557	149
送一個	3.9646017699115044	226
十分方便	4.097039473684211	608
唔同款	4.152877697841727	556
應該可靠	4.0	2
就入到	3.9440298507462686	268
學生餐	3.6323529411764706	68
加菜脯	4.111111111111111	9
黎落單	3.1785714285714284	84
上等食材	4.423076923076923	52
雪糕球任食	5.0	2
唔同嘅	4.168194317140238	2182
俾你揀	3.8995633187772927	229
其他選擇	3.5971370143149284	489
有趣 	3.9741379310344827	116
好快有位	3.7347670250896057	279
快有位	3.715736040609137	394
冇就上哂	4.0	2
好快就上左	4.014705882352941	68
仲有得玩	4.2105263157894735	38
電子化管理	5.0	3
好鬼	3.8556443556443556	2002
飛鏢添	4.0	3
款式多	4.030769230769231	1430
真係好多	3.9813628421665697	1717
麻辣湯	4.014899713467049	1745
口味推介	4.294117647058823	17
朱古力味	3.947089947089947	6993
唔使等位	3.8111239860950175	863
速度甚快	4.0	10
態度不錯	3.7581395348837208	215
免费送热饮	5.0	2
細心附上	4.125	16
小卡片	3.857142857142857	14
還會另上	4.0	2
十分周到	4.147540983606557	61
服務很好	4.094777562862669	517
很快就到	3.929411764705882	85
比較摩登	3.7142857142857144	7
種類多	4.041570438799076	866
是送的	3.9183673469387754	196
親切的	4.136904761904762	504
常留意	4.0701754385964914	57
兩個人share一個飯	4.0	4
親切感	4.001805054151625	554
禮貌友善	3.6666666666666665	6
好有活力	3.951219512195122	41
好勤力	4.084507042253521	142
好有衝勁	3.7142857142857144	7
快而好的	3.0	2
樂意	4.008982035928144	668
一如茶餐廳的快	4.0	3
記性亦好	4.0	3
反應算快	3.857142857142857	7
用心招呼	4.5	6
笑容親切	4.266666666666667	60
讚一下	4.085603112840467	257
有禮	4.026457560158027	8353
好口	3.6424642464246424	909
有服務	3.639853747714808	547
衛生	3.642358200614697	3579
